6,Alexis Ajinca,2014-15,26,NOP,NBA,C,68,957,19.9,.595,.000,.301,12.4,25.0,18.7,8.2,1.2,4.0,15.6,21.1,,1.9,1.2,3.2,.159,,-0.5,0.6,0.2,0.5,
6,Alexis Ajinca,2015-16,27,NOP,NBA,C,40,489,14.8,.537,.006,.165,9.7,28.3,18.8,5.5,1.0,3.3,11.0,17.3,,0.6,0.5,1.1,.106,,-3.1,0.1,-3.1,-0.1,
7,Josh Akognon,2012-13,26,DAL,NBA,PG,3,9,15.3,.625,.500,.000,0.0,12.1,6.2,19.4,0.0,0.0,0.0,20.3,,0.0,0.0,0.0,.196,,4.7,-4.9,-0.2,0.0,
8,Solomon Alabi,2010-11,22,TOR,NBA,C,12,59,2.0,.189,.000,.133,13.7,14.4,14.1,4.6,1.8,2.6,15.9,14.3,,-0.2,0.0,-0.2,-0.142,,-8.2,0.0,-8.2,-0.1,
8,Solomon Alabi,2011-12,23,TOR,NBA,C,14,122,14.2,.418,.000,.222,14.6,30.4,22.6,4.1,0.9,6.0,11.2,17.2,,0.0,0.2,0.2,.083,,-5.6,1.5,-4.1,-0.1,
9,Furkan Aldemir,2014-15,23,PHI,NBA,PF,41,540,12.0,.517,.064,.346,14.9,20.7,17.7,8.3,1.6,2.4,15.9,8.6,,0.7,0.7,1.4,.122,,-2.7,2.0,-0.7,0.2,
10,Cole Aldrich,2010-11,22,OKC,NBA,C,18,142,7.0,.537,.000,.267,11.1,17.5,14.4,4.0,1.8,3.6,32.3,7.9,,0.0,0.2,0.2,.066,,-3.4,2.6,-0.8,0.0,
10,Cole Aldrich,2011-12,23,OKC,NBA,C,26,173,17.7,.592,.000,.333,9.2,21.6,15.8,2.7,2.4,6.7,15.7,14.9,,0.3,0.4,0.6,.176,,-2.4,2.7,0.3,0.1,
10,Cole Aldrich,2012-13,24,TOT,NBA,C,45,388,11.1,.563,.000,.250,8.7,26.7,17.7,3.4,0.7,4.6,20.6,12.7,,0.1,0.4,0.6,.070,,-4.8,0.7,-4.0,-0.2,
10,Cole Aldrich,2012-13,24,HOU,NBA,C,30,213,7.3,.532,.000,.209,6.5,23.7,15.2,4.1,0.7,3.2,23.0,12.5,,-0.1,0.3,0.2,.038,,-5.7,1.0,-4.8,-0.1,
10,Cole Aldrich,2012-13,24,SAC,NBA,C,15,175,15.7,.598,.000,.297,11.5,30.4,20.7,2.6,0.6,6.3,17.7,12.9,,0.2,0.2,0.4,.109,,-3.6,0.5,-3.1,-0.1,
10,Cole Aldrich,2013-14,25,NYK,NBA,C,46,330,19.1,.620,.000,.492,12.8,33.8,23.0,6.4,1.3,8.1,19.5,13.0,,0.6,0.6,1.2,.178,,-2.6,3.8,1.2,0.3,
10,Cole Aldrich,2014-15,26,NYK,NBA,C,61,976,18.1,.513,.000,.213,11.6,28.9,20.0,13.3,2.0,5.5,15.2,18.3,,0.8,1.4,2.2,.107,,-2.2,3.1,0.9,0.7,
10,Cole Aldrich,2015-16,27,LAC,NBA,C,31,355,20.6,.572,.000,.492,10.5,25.4,18.0,13.0,2.8,4.8,15.6,21.9,,0.6,0.8,1.4,.189,,-1.0,4.1,3.1,0.5,
11,LaMarcus Aldridge,2006-07,21,POR,NBA,C,63,1392,17.1,.533,.004,.240,12.6,15.3,13.9,3.2,0.9,4.2,7.5,19.3,,2.5,1.0,3.4,.118,,-0.3,-0.6,-0.9,0.4,
