,pid,pname,ppm,rpm,apm,MP,dist
196,321,Jonas Jerebko,12.8163153572,7.92827812757,1.44867232412,7306,50.3125271916
290,508,Johan Petro,10.9160011016,9.10162489672,1.125309832,7262,63.2758999102
41,62,Bismack Biyombo,7.68,10.8429473684,0.505263157895,7125,84.8133221716
152,241,Draymond Green,12.0982357092,9.1511644319,4.39520112915,7085,51.351526461
15,26,Joel Anthony,5.381712627,6.87605224964,0.501596516691,6890,78.3533816888
236,398,Ian Mahinmi,10.6913392993,9.27711208858,0.906415895647,6593,65.956685998
266,454,Timofey Mozgov,13.6720524716,9.96320588706,1.07118860982,6251,61.5673853167
322,558,Kevin Seraphin,14.0515518148,8.01683324566,1.34455549711,5703,48.2293076936
5,13,Lavoy Allen,9.94822006472,9.68932038835,1.94822006472,5562,65.6463055638
8,16,Lou Amundson,10.2744237102,10.096597146,1.23161361142,5466,69.818256432
248,420,Dominic McGuire,6.32086761406,7.86910994764,2.8406881077,5348,68.6373880789
211,357,Michael Kidd-Gilchrist,12.4467005076,8.39255499154,1.72588832487,5319,52.1598456496
361,625,Ekpe Udoh,8.45574057844,6.78352322524,1.41191936897,4564,61.3097176798
105,165,Gorgui Dieng,12.3170842825,10.5785876993,2.230523918,4390,63.3238543293
1,3,Steven Adams,9.93161990097,9.99952841311,1.22235321858,4241,70.3373874504
396,683,Cody Zeller,12.152238806,8.90149253731,2.09552238806,4020,54.0539435913
297,520,Josh Powell,11.1285930408,8.45990922844,1.46142208775,3966,57.7785493309
272,471,Nerlens Noel,12.190215906,9.70101120525,1.97758950533,3659,59.0760992874
142,226,Rudy Gobert,11.0382932166,12.4562363239,1.66411378556,3656,80.4955896931
79,119,Earl Clark,11.2859504132,7.71570247934,1.32892561983,3630,54.6692375435
294,514,Miles Plumlee,10.7487179487,10.7282051282,0.861538461538,3510,73.7934181061
225,381,Meyers Leonard,12.5463917526,8.80412371134,1.62886597938,3492,54.5595858645
17,30,Hilton Armstrong,9.378330373,8.16341030195,1.08703374778,3378,64.1718417031
310,542,Thomas Robinson,12.7828518173,12.4249767008,1.39794967381,3219,77.679240595
278,487,Kyle O'Quinn,13.1911905522,10.6747526333,2.72326843281,3133,60.5117766091
203,342,Solomon Jones,9.76843467012,7.61448900388,1.15265200517,3092,60.370747211
23,39,Renaldo Balkman,10.5039164491,9.03524804178,1.55091383812,3064,62.1148612413
338,587,Greg Stiemsma,7.57086614173,8.01968503937,1.14566929134,3048,69.8864487855
223,379,Alex Len,10.9140271493,10.9014966934,1.04002784546,2873,73.5330191598
0,1,Quincy Acy,10.159430605,8.68612099644,1.49893238434,2810,61.7675953475
307,538,Andre Roberson,7.0837401427,6.73225685317,1.63574915509,2663,65.7659933998
316,551,Robert Sacre,10.1694915254,7.62033898305,1.66779661017,2655,56.3350216733
118,189,Jeremy Evans,12.0183346066,8.80061115355,1.47135217723,2618,56.7918617056
33,50,Aron Baynes,13.8758949881,10.5250596659,1.64677804296,2514,61.890759806
